timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2018-11-05,193.5000,194.5600,192.2100,193.2500,190.5969,2886526,0.0000,1.0000
2018-11-02,193.6600,194.4700,191.6000,192.8100,190.1630,3069676,0.0000,1.0000
2018-11-01,190.6100,193.2100,190.0900,192.2200,189.5811,2242755,0.0000,1.0000
2018-10-31,190.7000,192.1200,189.6650,190.2600,187.6480,2845097,0.0000,1.0000
2018-10-30,186.8300,190.0800,185.0000,189.8100,187.2042,2919609,0.0000,1.0000
2018-10-29,187.8500,188.8800,183.1600,185.7900,183.2394,2867556,0.0000,1.0000
2018-10-26,183.3100,186.6550,181.9800,184.9500,182.4109,3546243,0.0000,1.0000
2018-10-25,186.5700,187.4800,182.3600,184.9900,182.4503,3535175,0.0000,1.0000
2018-10-24,192.1000,192.9600,183.9700,184.5400,182.0065,5003514,0.0000,1.0000
2018-10-23,188.8000,194.8900,184.5000,192.5500,189.9066,8255600,0.0000,1.0000
2018-10-22,201.2500,203.4000,199.6900,201.3600,198.5956,3263250,0.0000,1.0000
2018-10-19,200.1200,201.1000,198.3700,199.8500,197.1063,3167309,0.0000,1.0000
2018-10-18,202.3400,202.5200,198.4000,200.3800,197.6291,2339494,0.0000,1.0000
2018-10-17,201.7900,203.7700,200.4450,202.9300,200.1441,1824202,0.0000,1.0000
2018-10-16,200.4600,202.5200,199.2300,202.3300,199.5523,1939519,0.0000,1.0000
2018-10-15,197.8200,200.7000,197.4185,198.9400,196.2088,1812792,0.0000,1.0000
2018-10-12,200.8700,202.5500,195.9300,198.2300,195.5086,2798116,0.0000,1.0000
2018-10-11,201.1500,202.9100,196.5000,196.7300,194.0292,3497220,0.0000,1.0000
2018-10-10,209.1900,209.1900,201.5500,202.1500,199.3748,3525211,0.0000,1.0000
2018-10-09,212.6800,213.1100,209.6350,210.4200,207.5312,2947478,0.0000,1.0000
2018-10-08,213.1300,214.5800,212.2600,214.3700,211.4270,1666709,0.0000,1.0000
2018-10-05,214.3500,215.0300,211.0600,213.1900,210.2632,2140502,0.0000,1.0000
