Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2014-07-31,23.0,24.0,22.6,23.0,56477500.0,0.0,1.0,22.386862892173,23.36020475705,21.997526146222,22.386862892173,56477500.0
2014-08-01,22.9,23.0,22.67,23.0,6458100.0,0.0,1.0,22.289528705685,22.386862892173,22.065660076763,22.386862892173,6458100.0
2014-08-04,23.1,23.13,22.9,23.0,3453900.0,0.0,1.0,22.48419707866,22.513397334607,22.289528705685,22.386862892173,3453900.0
2014-08-05,22.99,23.01,22.67,23.0,4449000.0,0.0,1.0,22.377129473524,22.396596310821,22.065660076763,22.386862892173,4449000.0
2014-08-06,22.8,22.98,22.67,22.98,6993400.0,0.0,1.0,22.192194519197,22.367396054875,22.065660076763,22.367396054875,6993400.0
2014-08-07,22.89,23.0,22.8,22.93,3186900.0,0.0,1.0,22.279795287036,22.386862892173,22.192194519197,22.318728961631,3186900.0
2014-08-08,22.93,23.03,22.8,22.95,2855000.0,0.0,1.0,22.318728961631,22.416063148119,22.192194519197,22.338195798929,2855000.0
2014-08-11,22.9,22.93,22.8,22.93,1767500.0,0.0,1.0,22.289528705685,22.318728961631,22.192194519197,22.318728961631,1767500.0
2014-08-12,22.89,23.0,22.83,23.0,1549700.0,0.0,1.0,22.279795287036,22.386862892173,22.221394775144,22.386862892173,1549700.0
2014-08-13,23.0,23.23,22.88,23.18,1659100.0,0.0,1.0,22.386862892173,22.610731521094,22.270061868387,22.562064427851,1659100.0
2014-08-14,23.2,23.22,22.95,23.01,1391700.0,0.0,1.0,22.581531265148,22.600998102446,22.338195798929,22.396596310821,1391700.0
2014-08-15,23.02,23.08,23.0,23.0,1948100.0,0.0,1.0,22.40632972947,22.464730241363,22.386862892173,22.386862892173,1948100.0
2014-08-18,23.06,23.17,23.02,23.17,1073700.0,0.0,1.0,22.445263404065,22.552331009202,22.40632972947,22.552331009202,1073700.0
2014-08-19,23.2,24.43,23.2,24.41,2851800.0,0.0,1.0,22.581531265148,23.778741758947,22.581531265148,23.759274921649,2851800.0
2014-08-20,24.3,25.59,24.26,25.19,3544500.0,0.0,1.0,23.652207316513,24.907818322204,23.613273641918,24.518481576253,3544500.0
2014-08-21,25.47,25.52,24.92,25.39,2358000.0,0.0,1.0,24.791017298419,24.839684391663,24.255679272737,24.713149949229,2358000.0
2014-08-22,25.25,25.43,25.1,25.36,891600.0,0.0,1.0,24.576882088146,24.752083623824,24.430880808415,24.683949693283,891600.0
2014-08-25,25.37,25.4,24.88,25.12,1185400.0,0.0,1.0,24.693683111931,24.722883367878,24.216745598142,24.450347645712,1185400.0
2014-08-26,25.0,25.1,24.94,25.05,951000.0,0.0,1.0,24.333546621927,24.430880808415,24.275146110034,24.382213715171,951000.0
2014-08-27,25.0,25.54,24.95,25.47,1230600.0,0.0,1.0,24.333546621927,24.85915122896,24.284879528683,24.791017298419,1230600.0
2014-08-28,25.4,25.84,25.31,25.69,981700.0,0.0,1.0,24.722883367878,25.151153788424,24.635282600039,25.005152508692,981700.0
2014-08-29,25.81,25.94,25.45,25.79,981200.0,0.0,1.0,25.121953532477,25.248487974911,24.771550461122,25.10248669518,981200.0
2014-09-02,25.7,25.9,25.52,25.79,1873200.0,0.0,1.0,25.014885927341,25.209554300316,24.839684391663,25.10248669518,1873200.0
2014-09-03,25.99,26.0,25.63,25.79,996500.0,0.0,1.0,25.297155068155,25.306888486804,24.946751996799,25.10248669518,996500.0
2014-09-04,25.53,25.75,25.51,25.7,1117500.0,0.0,1.0,24.849417810312,25.063553020585,24.829950973014,25.014885927341,1117500.0
2014-09-05,25.7,26.02,25.62,25.77,1089800.0,0.0,1.0,25.014885927341,25.326355324101,24.937018578151,25.083019857882,1089800.0
2014-09-08,25.82,25.98,24.62,24.84,2534800.0,0.0,1.0,25.131686951126,25.287421649506,23.963676713274,24.177811923546,2534800.0
2014-09-09,25.3,25.6,24.7,25.04,3608600.0,0.0,1.0,24.62554918139,24.917551740853,24.041544062464,24.372480296522,3608600.0
